# PLATE   MJD     FIBERID   Z   
7618   56898     454     0.056761675
4427   56107     701     0.21420613
5975   56334     910     0.022254227
6029   56099     358     0.05797298
7682   57415     946     0.068493605
3695   55212     516     0.042512725999999994
3639   55205     112     0.1258437
6705   56636     264     0.00939599
4427   56107     810     0.07676319999999999
5150   56329     128     0.008403541
5150   56329     164     0.08745684
7618   56898     633     0.16752899999999998
3639   55205     210     0.15541689
7618   56898     714     0.009062249
3695   55212     693     0.22170095
5976   56356     180     0.0010427155
4374   55883     609     0.14477159
3695   55212     720     0.080145724
6029   56099     590     0.019548766000000002
7618   56898     770     0.16650254
3695   55212     732     0.07469696599999999
3695   55212     738     0.25849146
5060   56181     943     0.022309937000000002
5976   56356     228     0.2709493
5976   56356     236     0.04037255
7618   56898     828     0.015786693
6029   56099     636     0.057924292999999995
3639   55205     430     0.08165425
3639   55205     435     0.22191949
5976   56356     322     0.02331598
5976   56356     342     0.08125686
5150   56329     439     0.04595944
3639   55205     538     0.30161940000000004
6705   56636     691     0.02803827
7684   57286     343     0.101632304
4428   56189     200     0.30233732
6705   56636     697     0.07751689
3695   55212     932     0.109795615
3639   55205     563     0.25211206
7619   56900     10     0.041805945
7619   56900     25     0.10493869
5150   56329     575     0.27539325
3639   55205     658     0.30011013
5976   56356     556     0.023466846
7619   56900     144     0.16460757
6705   56636     900     0.050805293
4428   56189     386     0.050068013
5150   56329     690     0.195598
6705   56636     936     0.049072284
7684   57286     608     0.10917383
6030   56097     37     0.07356396
3639   55205     802     0.10594112
6030   56097     52     0.034573834
3696   55277     202     0.16042781
6759   56416     384     0.025749087
5150   56329     865     0.21965975
3696   55277     300     0.30310940000000003
3696   55277     316     0.02357916
4428   56189     615     0.083013654
7684   57286     771     0.31207356
6030   56097     207     0.07195373599999999
3639   55205     938     0.16592774
4428   56189     652     0.15196428
5061   55806     540     0.24130749999999998
7619   56900     426     0.014746743
3647   55181     4     0.054447062000000004
5151   56567     58     0.025174515
5976   56356     886     0.09241999
3647   55181     52     0.032507967
7684   57286     979     0.23567800000000003
5976   56356     966     0.022978524
3647   55181     118     0.21724653
3647   55181     122     0.28580812
4375   55889     412     0.27169484
3696   55277     618     0.2964241
3647   55181     133     0.24517998
6706   56385     286     0.16369535
6030   56097     490     0.05850515
6706   56385     307     0.08201851
4375   55889     452     0.10672508
4375   55889     476     0.10929205
7685   57062     100     0.26559213
7685   57062     117     0.287559
4375   55889     510     0.06247338
5151   56567     276     0.24788943
4375   55889     521     0.22712742
3647   55181     244     0.0055325534
3696   55277     726     0.1328127
3647   55181     256     0.18436174
3696   55277     742     0.23928759
3647   55181     286     0.074111104
3647   55181     315     0.29884648
5151   56567     358     0.24358945
7619   56900     770     0.30617034
6706   56385     491     0.24776869
6759   56416     962     0.015942413
3647   55181     364     0.108186595
3647   55181     368     0.09550491
3696   55277     830     0.283058
5151   56567     412     0.30123797
7619   56900     830     0.040959626
5151   56567     428     0.10434310000000001
4440   55539     140     0.014855557
5977   56098     261     0.1147637
7619   56900     864     0.15816227
5062   55803     17     0.20823707
7685   57062     360     0.09471355
5062   55803     51     0.23634286
6030   56097     792     0.024529843
6760   56425     85     0.211945
7685   57062     381     0.3145845
7685   57062     384     0.23682640000000002
3647   55181     512     0.040493604
3696   55277     972     0.051850956
7619   56900     962     0.08262545
3647   55181     535     0.1134083
6706   56385     714     0.2474031
6030   56097     913     0.17653963
3647   55181     608     0.16407613
3647   55181     634     0.1922516
7620   56904     84     0.058042425999999994
4375   55889     947     0.19552999999999998
7685   57062     519     0.29948995
4440   55539     379     0.2549731
6760   56425     256     0.008262041999999999
7620   56904     152     0.30850285
3647   55181     748     0.1489834
4440   55539     417     0.076572135
6760   56425     298     0.01654566
4440   55539     435     0.09439834
7620   56904     233     0.2580522
6031   56091     17     0.30143803
6706   56385     958     0.021320947000000003
3647   55181     808     0.16455111
6706   56385     971     0.021480462000000002
7620   56904     276     0.21803191
7620   56904     278     0.05498862
3697   55290     214     0.051883745999999994
7620   56904     298     0.20235735
4440   55539     545     0.094470814
5062   55803     473     0.060370572000000004
7620   56904     350     0.008698118000000001
3647   55181     950     0.02088813
6031   56091     177     0.28540415
6707   56383     113     0.28682446
4440   55539     621     0.30882746
6760   56425     498     0.030930381
3647   55241     8     0.05449059
3647   55241     44     0.23356007
3647   55241     46     0.032510716
4440   55539     677     0.28862488
5151   56567     982     0.26947459999999995
5062   55803     651     0.17185599999999998
3697   55290     436     0.28308383
6031   56091     310     0.033617944
3647   55241     120     0.21722606
6707   56383     275     0.31635597
3647   55241     124     0.28586102
6707   56383     280     0.0042972309999999994
7685   57062     920     0.061781947000000004
3647   55241     135     0.24506956
7620   56904     576     0.31819108
5152   56010     114     0.20628986
7620   56904     646     0.05513008
7620   56904     666     0.28834406
3647   55241     252     0.0055527412
7620   56904     718     0.10467559
3697   55290     692     0.18392222
3647   55241     292     0.07411677
5152   56010     273     0.28210422
5062   55803     883     0.26334634
4440   55539     993     0.18505576
3647   55241     315     0.29885858
7620   56904     759     0.17705438
4441   55532     28     0.28057075
3647   55241     332     0.096168734
4441   55532     34     0.014562721
6760   56425     927     0.082377456
3647   55241     354     0.2065444
3647   55241     364     0.1081798
3647   55241     368     0.09551618
7686   57015     248     0.06167704
6031   56091     693     0.060787402000000004
5152   56010     452     0.04596393
7620   56904     858     0.06538117
5978   56073     306     0.1293487
3697   55290     916     0.18561047
7620   56904     911     0.08882672
6780   56267     110     0.25245526
6780   56267     111     0.071541525
3647   55241     512     0.040459257
7620   56904     958     0.069102846
3647   55241     527     0.11335348
6780   56267     158     0.26218474
7620   56904     974     0.06794775
6031   56091     898     0.058740165
3647   55241     581     0.21693914
3698   55501     46     0.05390231
6780   56267     209     0.2933594
6780   56267     217     0.23973101
3647   55241     618     0.16408356
3647   55241     636     0.19227239999999998
4441   55532     394     0.07343454
3647   55241     648     0.26934475
7686   57015     566     0.13910206
6780   56267     282     0.0058693574
4441   55532     441     0.24696292
6780   56267     314     0.21613720000000003
6032   56067     37     0.042267807000000004
7621   56985     178     0.028519744
6707   56383     892     0.058783084000000006
7686   57015     640     0.07229411599999999
3647   55241     750     0.14903232
7621   56985     196     0.31874707
6780   56267     390     0.060506877
6780   56267     463     0.20848756
3647   55241     802     0.16457607
6780   56267     506     0.10774412
7686   57015     794     0.026279442000000004
7621   56985     285     0.042431217
7686   57015     818     0.13056529
6780   56267     532     0.22790198
7686   57015     832     0.23499651
7686   57015     838     0.12188165
3698   55501     410     0.064723
7686   57015     852     0.12164664
6780   56267     574     0.19577374
6780   56267     633     0.26653382
3647   55241     956     0.020907963
6780   56267     646     0.29915196
6780   56267     663     0.29108873
4441   55532     807     0.16733703
6780   56267     673     0.20063919
4441   55532     812     0.26515195
6780   56267     677     0.18939999
6032   56067     400     0.035903715
3647   55476     50     0.05449028
7621   56985     510     0.25910723
6780   56267     761     0.0415221
3647   55476     96     0.032492965
4377   55828     393     0.20780861
6780   56267     776     0.31232277
6708   56452     262     0.12168565
6780   56267     779     0.24578512
7687   57007     72     0.034988306000000004
3647   55476     117     0.24508463
6780   56267     790     0.18598458
6780   56267     796     0.25471398
5153   56577     224     0.026074907
6780   56267     816     0.020638222
6780   56267     831     0.26640233
3647   55476     138     0.2172218
5979   56329     12     0.26399609999999996
7621   56985     604     0.2561402
7621   56985     608     0.07487605
4377   55828     471     0.23123021
6032   56067     601     0.31234702
6780   56267     901     0.29611987
6780   56267     915     0.14184834
5153   56577     340     0.04505445
3647   55476     256     0.005555549
7687   57007     226     0.12161607
6708   56452     416     0.28391775
6032   56067     654     0.2039199
6708   56452     418     0.04085407
7687   57007     235     0.11977853
3647   55476     284     0.074118644
3647   55476     315     0.29886985
6780   56267     978     0.28719544
3647   55476     328     0.09616509
7621   56985     773     0.027529947000000003
7621   56985     774     0.1559973
5153   56577     427     0.22877438
7687   57007     326     0.15328972
6708   56452     507     0.09042380000000001
7621   56985     796     0.12215127
6780   56577     40     0.17889549999999999
3647   55476     364     0.09550360000000001
3647   55476     368     0.108196184
7621   56985     814     0.054403387000000004
6780   56577     103     0.07152362
6780   56577     108     0.25241026
7621   56985     854     0.028302044
5979   56329     298     0.25451013
7687   57007     416     0.29118896
6780   56577     158     0.26223236
5064   55864     51     0.18140498
3699   55517     15     0.20466289
6032   56067     884     0.11851213
6780   56577     205     0.29337594
5979   56329     379     0.19822083
6708   56452     669     0.14227368
5153   56577     637     0.09598781
3647   55476     526     0.04056918
6780   56577     219     0.23972791
6032   56067     956     0.30540812
6780   56577     246     0.005381554
7621   56985     999     0.2738503
3647   55476     565     0.21696883
6780   56577     284     0.0058811763
5979   56329     446     0.06751561
3647   55476     588     0.14000802
6708   56452     756     0.046949964000000004
5064   55864     189     0.06468701
7687   57007     600     0.07039478
4442   55532     453     0.19692527
3647   55476     630     0.16411127
4377   55828     951     0.12840062
7622   56987     107     0.16869287
6780   56577     395     0.27790758
5064   55864     260     0.22008225
7622   56987     135     0.21582364
6033   56069     167     0.13025081
7622   56987     150     0.042932372999999996
7687   57007     761     0.12039086
5064   55864     297     0.23375136
6780   56577     503     0.21653305
6780   56577     520     0.10774816
6780   56577     522     0.22795816
6780   56577     524     0.17806865
6780   56577     536     0.21725437
6780   56577     569     0.19082463
4378   55853     82     0.016535223
3647   55476     800     0.24576586
5153   56577     999     0.24364477
7622   56987     245     0.07533112
6033   56069     295     0.13780609
3647   55476     826     0.16456287
6780   56577     627     0.26647303
5154   55864     64     0.3007613
6780   56577     642     0.2991512
6709   56429     29     0.13720115
6780   56577     665     0.291049
6709   56429     44     0.28864533
6780   56577     675     0.18941431
7687   57007     964     0.058116786
6780   56577     684     0.30378190000000005
6033   56069     437     0.08683564
3647   55476     954     0.02095321
6780   56577     751     0.12800391
7622   56987     411     0.0633405
6780   56577     761     0.041525114
6780   56577     768     0.31232685
7622   56987     428     0.03699467
6780   56577     796     0.25469622
6780   56577     814     0.020652005
6780   56577     823     0.26640782
3647   55827     48     0.054446258
7622   56987     494     0.05458448
6780   56577     869     0.18569535
5064   55864     649     0.122183554
3647   55827     86     0.23352525
3647   55827     90     0.03248049
6780   56577     905     0.29608124
5064   55864     673     0.16078642
6709   56429     251     0.1862802
6780   56577     909     0.14187701
5154   55864     338     0.02483938
3647   55827     113     0.24513243
6709   56429     267     0.066734575
6033   56069     650     0.0062484509999999995
3647   55827     140     0.21724808
6780   56577     952     0.28727055
7622   56987     610     0.30282038
6709   56429     328     0.18110694
7688   57360     269     0.24768707
6709   56429     336     0.06854569
3699   55517     842     0.017884301000000002
5154   55864     419     0.121156506
5064   55864     809     0.061815325
4378   55853     538     0.053206305999999995
3647   55827     254     0.0054987733999999995
3647   55827     294     0.07409593
6780   56605     104     0.25237423
4378   55853     597     0.30383933
3647   55827     315     0.29890004
6780   56605     111     0.071545914
3699   55517     966     0.10130616
6780   56605     158     0.26217845
6780   56605     164     0.1604089
7622   56987     792     0.07261647
3647   55827     364     0.10819665
3647   55827     366     0.09550206
7622   56987     810     0.06128201
6780   56605     209     0.29343107
3647   55827     384     0.07216005
6780   56605     217     0.23974770000000004
6033   56069     948     0.059041332
6780   56605     282     0.005856425
7622   56987     896     0.06174397
7688   57360     640     0.18032797
3647   55827     512     0.040606252999999995
4443   55539     508     0.29773676
6780   56605     390     0.060553253
6780   56605     395     0.27790385
3647   55827     533     0.113444045
7688   57360     711     0.17833522
3647   55827     593     0.21698506
7688   57360     764     0.08709704
3700   55542     343     0.08448291
3647   55827     608     0.16412064
4443   55539     650     0.058403215999999994
7688   57360     857     0.033907615
6034   56103     280     0.047757555
5980   56338     514     0.0010883771
3700   55542     427     0.1340632
6709   56429     832     0.12542772
7688   57360     900     0.19265702
7688   57360     906     0.04343746
7623   56901     142     0.05497771
6780   56605     643     0.29103202
6780   56605     655     0.1893858
6780   56605     666     0.29916903
5065   55739     305     0.106553495
6034   56103     410     0.036127355
6780   56605     706     0.30381566
3647   55827     752     0.149047
5155   55946     154     0.029927883
6709   56429     918     0.06641139
6780   56605     751     0.24402028
6780   56605     757     0.12798110000000001
3647   55827     776     0.24579439
7623   56901     222     0.059777174
6780   56605     781     0.041508976
4379   55881     80     0.054265194
6780   56605     798     0.3123152
3647   55827     808     0.16458756
3700   55542     653     0.09900866
6780   56605     826     0.020653741
4379   55881     128     0.09465881
5155   55946     296     0.1457286
5155   55946     302     0.30949724
7623   56901     343     0.12491497
6780   56605     913     0.29610285
5065   55739     485     0.06978061
6780   56605     919     0.14183868
6034   56103     648     0.06035087
6780   56605     950     0.28722644
5155   55946     384     0.31243777
6780   56605     968     0.020454563000000002
3647   55827     976     0.02099005
3647   55945     8     0.054455052999999996
5155   55946     452     0.11935387
6034   56103     750     0.23986100000000002
5155   55946     512     0.26493
4379   55881     368     0.12591682
4379   55881     383     0.30236349
3647   55945     98     0.21724738
6710   56416     277     0.27346040000000005
4444   55538     297     0.16609001
7623   56901     564     0.24437566
6034   56103     895     0.06593721
3647   55945     148     0.28586888
3647   55945     155     0.24521773
6034   56103     905     0.15085852
4444   55538     333     0.17298105
6781   56274     227     0.23569864
6781   56274     239     0.3180373
4379   55881     488     0.06164972
3647   55945     208     0.0055306675
3647   55945     248     0.07415371400000001
5065   55739     831     0.17830724
6710   56416     422     0.07129269
3647   55945     284     0.09618191
5981   56340     145     0.23904954
4379   55881     577     0.06060754
7623   56901     722     0.29005888
6781   56274     320     0.2078525
6781   56274     321     0.26481596
7690   57046     626     0.055586625
7623   56901     762     0.094643384
3647   55945     324     0.10819775599999999
3647   55945     328     0.09551859
7623   56901     774     0.24861917
5065   55739     932     0.08463321
3647   55945     392     0.20648125
5155   55946     832     0.0077575534
7690   57046     697     0.20440769
7623   56901     841     0.03874144
7623   56901     846     0.037836377000000004
5155   55946     860     0.028731076
3647   55945     430     0.07213193
5155   55946     869     0.030038409
6781   56274     453     0.13288763
5155   55946     882     0.030539231
4444   55538     599     0.18004242
5155   55946     931     0.2624187
6781   56274     508     0.22040639999999997
3647   55945     515     0.11338089999999999
7690   57046     815     0.042591422999999996
5066   55749     108     0.015409532
3647   55945     549     0.024517188
3647   55945     556     0.040554232999999995
6035   56076     284     0.060424507
5156   55925     16     0.04418435
3701   55540     456     0.26222086
7690   57046     914     0.14097059
5066   55749     195     0.16000279999999997
3647   55945     627     0.21693249999999997
5156   55925     85     0.031529657999999995
5156   55925     86     0.03142424
3647   55945     678     0.19224319
5156   55925     104     0.041553862000000004
3647   55945     680     0.318799
6781   56274     702     0.29359794
7690   57046     996     0.23030695
6781   56274     711     0.29398668
6781   56274     712     0.14050163
6781   56274     716     0.29597607
7691   57040     60     0.049068645
6781   56274     776     0.18116595
3701   55540     640     0.1377316
6781   56274     800     0.18131727
6781   56274     803     0.022070312999999998
7691   57040     107     0.22857280000000002
7691   57040     117     0.105249755
6781   56274     831     0.2468725
5156   55925     283     0.069037005
5156   55925     290     0.075289145
6781   56274     892     0.04643693
7624   57039     376     0.30436593
5981   56340     812     0.0027482756
3647   55945     984     0.02097597
6035   56076     673     0.06334029
6781   56274     976     0.29131624
6781   56274     981     0.24920245
5981   56340     861     0.23240194
5156   55925     420     0.06371884
3701   55540     855     0.17651752
5981   56340     884     0.26662263
4445   55622     183     0.12035982
5981   56340     905     0.22818846
6781   56575     60     0.24741624
5981   56340     928     0.2900518
6781   56575     64     0.2027797
6035   56076     773     0.03242269
3647   56219     94     0.23352939
4380   55857     395     0.09021759
3647   56219     115     0.24521685
6781   56575     139     0.18528868
3647   56219     138     0.21725909999999998
7691   57040     442     0.105628535
6035   56076     884     0.032467518
6035   56076     886     0.28687438
4445   55622     312     0.24822374
4380   55857     446     0.05425284
4380   55857     454     0.05570918
5066   55749     773     0.22659719
3735   55209     84     0.22853404
5156   55925     660     0.23503418
6781   56575     247     0.23571489999999998
6781   56575     251     0.24597612
5066   55749     802     0.04845005
3647   56219     248     0.0055193635999999996
5156   55925     702     0.031142171
3735   55209     134     0.06635304
7691   57040     580     0.20229383
5156   55925     718     0.07929034
3647   56219     284     0.07414133
7624   57039     728     0.18734537
7624   57039     730     0.019014591
5156   55925     766     0.31372854
6781   56575     361     0.22894126
6781   56575     371     0.04864037400000001
4445   55622     538     0.08519749
3647   56219     366     0.10819065
3647   56219     368     0.09551057
6781   56575     423     0.13290577
7691   57040     718     0.041362338
5066   55749     947     0.09490073
7691   57040     719     0.03494906
4380   55857     669     0.07888966
3647   56219     384     0.07217573
6036   56093     164     0.032045066000000004
5066   55749     979     0.080799654
7691   57040     760     0.14824268
3735   55209     324     0.09059846
6781   56575     489     0.26548317
7691   57040     781     0.13198937
6781   56575     524     0.22038634
3647   56219     514     0.040626432999999997
3647   56219     535     0.11353451
3647   56219     562     0.14000484
3647   56219     581     0.21690166
3647   56219     606     0.30578166
3647   56219     608     0.16412038
7691   57040     946     0.3001491
6781   56575     686     0.29362124
6781   56575     687     0.29396490000000003
3647   56219     634     0.19228469
6781   56575     692     0.14049014
6781   56575     700     0.29597995
6781   56575     710     0.28155443
5157   55923     138     0.23023207
6036   56093     442     0.030665847000000003
7625   57011     116     0.20747889999999997
7625   57011     129     0.21056919
7691   57360     60     0.049079224000000005
6781   56575     774     0.18132621
3647   56219     752     0.14895725
3735   55209     634     0.14596322
3647   56219     766     0.24580485
7625   57011     207     0.1407644
3735   55209     652     0.27385277
3735   55209     654     0.12101079
3735   55209     655     0.26717040000000003
3735   55209     656     0.11922099
6036   56093     523     0.2267074
5157   55923     243     0.26954252
7691   57360     107     0.22863732
5157   55923     248     0.23769194
3647   56219     804     0.16461292
7691   57360     115     0.10518782
6711   56388     977     0.3016115
6781   56575     835     0.022069872999999997
3735   55209     688     0.20235799
6781   56575     873     0.2053924
7625   57011     316     0.045235008
6781   56575     886     0.046463884000000004
4381   55824     189     0.06970844
6036   56093     657     0.11552066
6712   56421     80     0.27570700000000004
5982   56074     801     0.22636361
6781   56575     976     0.29132906
3647   56219     948     0.020990565
6781   56575     997     0.24920641
4445   55869     149     0.2711108
5157   55923     444     0.27450466
5157   55923     449     0.002203912
5157   55923     466     0.14365053
6712   56421     172     0.30006817
6781   56599     48     0.27896652
3735   55209     902     0.12172705
6781   56599     60     0.24738696
5157   55923     488     0.04472718
5157   55923     506     0.24942411
3735   55209     946     0.25311098
6036   56093     823     0.22785102
3735   55209     974     0.30227864
3647   56568     102     0.28579664
3647   56568     115     0.24517846
3647   56568     138     0.21725696
6712   56421     296     0.054387223
7625   57011     584     0.30800429999999995
6036   56093     906     0.016208683999999998
3647   56568     178     0.21761129999999998
7691   57360     517     0.21575187
5157   55923     673     0.30154672
6781   56599     253     0.23573297
6781   56599     257     0.31805378
6781   56599     282     0.21945828
3736   55214     140     0.10969784
6781   56599     301     0.26482287
6037   56074     18     0.02868731
7691   57360     600     0.20224188
5067   55751     845     0.25677374
6037   56074     38     0.027765106
6037   56074     39     0.18866366
3647   56568     288     0.07414366
6781   56599     363     0.22894333
5157   55923     792     0.040012497
6781   56599     373     0.048634663
7625   57011     754     0.12509671
6037   56074     106     0.028264282
7625   57011     760     0.23243579999999997
5157   55923     823     0.045027137
4445   55869     536     0.085191086
5157   55923     836     0.030950017000000003
6781   56599     423     0.13289496
3736   55214     278     0.061821423
6712   56421     511     0.072756745
3647   56568     364     0.10819396
3647   56568     368     0.09548934
3647   56568     382     0.0721677
7691   57360     789     0.03495517
7625   57011     830     0.034219477000000005
3736   55214     352     0.033633657000000004
6781   56599     522     0.22041464
7691   57360     848     0.30008465
3736   55214     425     0.2619357
3736   55214     440     0.045290347
5158   55913     30     0.2618006
5983   56310     312     0.07753116
6781   56599     672     0.31635904
3647   56568     506     0.0405921
6781   56599     682     0.293613
4445   55869     818     0.0517602
6781   56599     690     0.29599503
5158   55913     115     0.23659924
6781   56599     696     0.14050710000000002
6781   56599     697     0.29396868
3647   56568     525     0.11338339999999998
6781   56599     704     0.2816062
5068   55749     110     0.22878276
3736   55214     566     0.090319335
3736   55214     588     0.10633334
7692   57064     42     0.2996176
6781   56599     790     0.18119442
3647   56568     599     0.21699329
3647   56568     608     0.16411667
6712   56421     759     0.086933315
6781   56599     811     0.22502643
6037   56074     526     0.07977248
3647   56568     636     0.19230093
3647   56568     642     0.26934844
6712   56421     798     0.18347865
6781   56599     827     0.022071652
3736   55214     680     0.27177490000000004
3736   55214     682     0.15436505
4445   55869     993     0.066364564
7626   56934     116     0.29441026
3736   55214     718     0.13639219
5068   55749     269     0.22019072
6781   56599     892     0.046482492
5158   55913     321     0.17495775
5158   55913     326     0.039564516
7692   57064     198     0.009035349
3647   56568     742     0.14900415
5068   55749     320     0.062081862
6781   56599     942     0.2730187
7692   57064     236     0.008776189
3647   56568     778     0.24576715
6781   56599     978     0.2913159
3736   55214     828     0.20575327
3647   56568     806     0.16461028
6781   56599     991     0.24920686
7626   56934     264     0.16480227
5983   56310     688     0.02145159
5158   55913     433     0.011334696000000002
6782   56273     19     0.106595695
5158   55913     453     0.155171
6782   56273     47     0.028646836000000002
7626   56934     306     0.016344106
6782   56273     55     0.16208865
7692   57064     344     0.016478788
7692   57064     362     0.24361710000000003
5158   55913     502     0.27688578
6713   56402     96     0.2667888
4446   55589     227     0.26460132
3647   56568     952     0.02098622
3736   55214     946     0.03288882
6782   56273     99     0.18341991
5983   56310     825     0.27797893
3736   55214     958     0.06476983
6782   56273     110     0.0047934097
7692   57064     400     0.016049879
7692   57064     411     0.017289473
3736   55214     990     0.30615547
7692   57064     446     0.21058744
7626   56934     436     0.016588358
6782   56273     164     0.23569031
7626   56934     440     0.016482819
6782   56273     189     0.231754
3647   56596     42     0.05446799
6782   56273     205     0.22587533
6782   56273     217     0.18241802
6782   56273     225     0.16880745
7626   56934     524     0.03307213
6782   56273     248     0.23431969
6037   56074     966     0.0808003
3647   56596     117     0.24527220000000002
7626   56934     557     0.02927413
7692   57064     550     0.102920175
7692   57064     575     0.10230383
4382   55742     426     0.2192762
3647   56596     140     0.21724343
6782   56273     302     0.23910452
4382   55742     439     0.18269682
5984   56337     21     0.24417453
5158   55913     746     0.0025557438
4382   55742     450     0.13354465
6037   56104     38     0.028638867999999998
6037   56104     62     0.027741866
6037   56104     73     0.18866314
4382   55742     518     0.056109734
7626   56934     669     0.21730064
4382   55742     531     0.22373149
6037   56104     144     0.028232532
3744   55209     284     0.05466266
6037   56104     150     0.028268872
6782   56273     442     0.24002552
3744   55209     294     0.28914629999999997
6037   56104     170     0.22670546
4382   55742     556     0.30116633
3744   55209     352     0.24686563
3647   56596     282     0.074146375
6782   56273     524     0.21659636
5158   55913     969     0.24465460000000003
3647   56596     322     0.096171536
7692   57064     873     0.009558375
3744   55209     444     0.14483574
7692   57064     886     0.015805468
7626   56934     784     0.19249056
7626   56934     788     0.14948535
7692   57064     924     0.20841607
3647   56596     366     0.09553338
3647   56596     368     0.10820795
3744   55209     523     0.071546204
6782   56273     691     0.00347734
3744   55209     552     0.07191370400000001
7626   56934     865     0.029111845
6782   56273     748     0.23223722
4446   55589     892     0.05791621
7693   57361     44     0.12905437
3744   55209     608     0.24296084
6782   56273     768     0.21877503
6782   56273     772     0.23110050000000001
6782   56273     791     0.22646989
6782   56273     798     0.009097032
3744   55209     677     0.14935589
6782   56273     836     0.22665708
4382   55742     798     0.053295597
7626   56934     950     0.0077573266
3647   56596     518     0.040604193
6782   56273     862     0.24905185
6782   56273     911     0.22684863
3744   55209     772     0.020766009
3647   56596     587     0.21693872
3647   56596     608     0.16410023
3647   56596     622     0.19228442
7627   56933     68     0.2494599
7693   57361     279     0.11515636
3647   56596     640     0.31901458
3744   55209     862     0.23502678
6782   56572     17     0.106574975
3744   55209     874     0.16046429999999998
6782   56572     28     0.25482136
5984   56337     522     0.020739421
7693   57361     318     0.26927808
3744   55209     882     0.14107503
3744   55209     896     0.20664970000000002
5069   56211     270     0.061858977999999995
6782   56572     67     0.26579437
6713   56402     882     0.23248662
6782   56572     106     0.0048106248
7693   57361     430     0.11568542
7693   57361     434     0.05106719
3647   56596     772     0.24583687
6782   56572     164     0.2356987
6782   56572     174     0.2637056
6782   56572     189     0.23173413
6782   56572     209     0.22587803
5069   56211     381     0.14179078
3647   56596     814     0.16456032
6782   56572     217     0.18238585
3745   55234     74     0.056213338
6782   56572     233     0.22694764
6782   56572     244     0.23438968
6782   56572     270     0.030697927000000003
6782   56572     289     0.26147157
6782   56572     302     0.23911011
5069   56211     482     0.22877407
6037   56106     40     0.028661602999999997
5984   56337     796     0.021701158999999998
6037   56106     76     0.027751763999999998
6037   56106     79     0.18861762
6782   56572     380     0.19350307
5159   55856     808     0.15260942
7627   56933     388     0.064592846
3647   56596     954     0.020981338
3745   55234     266     0.044332567999999996
7693   57361     710     0.11768927
5984   56337     836     0.26839784
6037   56106     144     0.0282774
3745   55234     282     0.04327192
6714   56447     130     0.051692302999999995
5069   56211     558     0.015625445
4447   55542     574     0.047418285
3745   55234     288     0.23371136
6037   56106     150     0.028261903999999997
6782   56572     442     0.24000388
7693   57361     728     0.09145292
6037   56106     164     0.22670649
5984   56337     854     0.015798347
3745   55234     302     0.26124063
3745   55234     316     0.2635705
7693   57361     790     0.17164336
3745   55234     360     0.20725945
6037   56106     226     0.030820313999999998
3745   55234     366     0.099581085
6714   56447     188     0.10267323
6782   56572     560     0.21660121
7627   56933     499     0.06819574
6782   56572     622     0.22529735
7693   57361     914     0.10364397
3745   55234     480     0.06007702
7627   56933     546     0.16531773
6782   56572     676     0.15176009
7693   57361     966     0.15422359
3745   55234     550     0.20636454
6782   56572     711     0.0034716079999999997
5985   56089     8     0.022438807
6782   56572     724     0.29878035
6714   56447     304     0.06944803
6782   56572     750     0.23226936
6782   56572     751     0.25767842
6782   56572     770     0.009117762
5069   56211     756     0.02842377
6782   56572     792     0.23106666
6782   56572     794     0.21879868
5160   55895     221     0.052865132999999995
6782   56572     804     0.22666553
5160   55895     230     0.014903531000000001
6714   56447     353     0.062494155
3745   55234     680     0.16046162
6037   56106     544     0.07978027
6782   56572     858     0.2490388
6782   56572     861     0.29883122
7627   56933     674     0.27155745
3745   55234     722     0.26981673
3745   55234     724     0.26284397
5160   55895     318     0.13118763
3650   55244     287     0.22278318
7627   56933     731     0.02890931
7694   57359     214     0.24375056
3745   55234     792     0.28708267
7694   57359     250     0.14421323
3650   55244     340     0.038706607999999997
3745   55234     824     0.24903163
6782   56572     989     0.23881778
6782   56572     990     0.23685004
6782   56572     996     0.29128206
4448   55538     133     0.23457882
7694   57359     293     0.20986742
5160   55895     433     0.24697424
6782   56576     17     0.10660342
3745   55234     866     0.22262960000000004
7694   57359     319     0.1682828
3650   55244     392     0.026713277999999997
7694   57359     322     0.27384949999999997
8177   57374     227     0.034026362000000004
7694   57359     356     0.28673109999999996
6782   56576     73     0.26580065
6782   56576     114     0.0048093829999999995
5106   55833     60     0.12294339
6782   56576     164     0.23568965
5985   56089     382     0.16294742
6037   56106     884     0.08078097
6782   56576     189     0.23170575
6782   56576     207     0.22588436
5160   55895     677     0.26536778
7628   56978     25     0.2256226
7628   56978     26     0.10840521
5160   55895     688     0.27360547
5160   55895     690     0.13261199
7694   57359     579     0.23094364
7694   57359     582     0.2495894
6782   56576     297     0.26147047
4383   55881     909     0.22257020000000002
6782   56576     308     0.2391198
4383   55881     936     0.088048525
3650   55244     650     0.041638307
4383   55881     977     0.19333632
5106   55833     268     0.03463223
7628   56978     138     0.26440382
6782   56576     442     0.24001071
7628   56978     188     0.048366904
3751   55234     350     0.10939943
3751   55234     371     0.0881245
3751   55234     432     0.12559934
6782   56576     606     0.22531009
6714   56447     974     0.041171543
6782   56576     652     0.15174125
5161   55968     104     0.124759786
5106   55833     450     0.026719447
6782   56576     699     0.0034525946
4448   55538     852     0.057083666
6782   56576     722     0.29878932
5106   55833     512     0.062046353
4384   56105     224     0.3127781
4384   56105     227     0.31244212
