# PLATE   MJD     FIBERID   Z   
4381   55824     87     0.24085803
4381   55824     138     0.12417792
4445   55622     997     0.066381045
6712   56421     14     0.1382309
5982   56074     761     0.16052867
5067   55751     480     0.24867772
4381   55824     210     0.18189715
3735   55209     846     0.27025083
6036   56093     710     0.28318885
6036   56093     719     0.22337437
6712   56421     139     0.30804929999999997
4381   55824     279     0.18363585
3735   55209     914     0.15441391
5982   56074     965     0.23283903
4381   55824     474     0.09082914
7625   57011     717     0.19093648
5067   55751     860     0.10228992
5067   55751     915     0.062022034000000004
5157   55923     849     0.08332506
3647   56568     356     0.10640519999999999
6712   56421     553     0.09796472
3647   56568     405     0.10620057599999999
3736   55214     386     0.06842003
3647   56568     408     0.04152577
4381   55824     746     0.08624991
5158   55913     100     0.30136105
4381   55824     823     0.13789953
3736   55214     634     0.050231367
6712   56421     754     0.26293728
4381   55824     914     0.05818328
3647   56568     629     0.07292002
5068   55749     230     0.21639338
3736   55214     704     0.15452479
6712   56421     828     0.28906685
5158   55913     306     0.120542094
5068   55749     289     0.08152204
4446   55589     87     0.22422108
4382   55742     72     0.17909482
6712   56421     954     0.051183682
6712   56421     972     0.1312943
3647   56568     828     0.24700463
5158   55913     492     0.18244098
4446   55589     216     0.039715666000000004
3736   55214     992     0.06809422
5158   55913     658     0.26610163
3647   56596     104     0.28585365
4382   55742     608     0.22645947
7626   56934     785     0.19778020000000002
3647   56596     350     0.10638716
6713   56402     549     0.2594954
3647   56596     407     0.10620258
4446   55589     953     0.16542353
6782   56273     986     0.2368303
3647   56596     633     0.07292312
6713   56402     796     0.29386696
5984   56337     560     0.2833903
4447   55542     236     0.07699500000000001
6713   56402     915     0.25283974
3647   56596     834     0.24698314
5069   56211     418     0.083894834
5984   56337     740     0.18723801
5159   55856     784     0.16749968
5984   56337     797     0.022010107999999997
4383   55881     227     0.26354748
3745   55234     286     0.1361021
5159   55856     929     0.30845556
7627   56933     596     0.25980937
3650   55244     210     0.27733642
3745   55234     702     0.06741463
5160   55895     396     0.094929844
6714   56447     489     0.3172586
4383   55881     638     0.06067445
4383   55881     646     0.05514316
5160   55895     603     0.27082634
5106   55833     182     0.18666102
5985   56089     496     0.045459215
6038   56090     42     0.3126489
3751   55234     229     0.11990975
4448   55538     583     0.19296508
5985   56089     646     0.27350240000000003
5160   55895     989     0.21739265
3751   55234     439     0.14361265
3650   55244     820     0.0033485314
4448   55538     772     0.26509416
4384   56105     210     0.29122186
6038   56090     438     0.033141177
5106   55833     522     0.21855104
5106   55833     528     0.084740095
